ID;Caption;Topic;SubtopicID;Subtopic;Direction;Visual Entities;Relations;Url;Image
015;Severe land degradation is now affecting 168 countries across the world, according to new research released by the United Nations Convention to Combat Desertification (UNCCD).;;06;Drought;;;;http://ourworld.unu.edu/en/desertification-crisis-affecting-168-countries-worldwide-study-shows;
016;What was the reason for your last move? From 2008 to 2012, around 144 million people around the world were forced from their homes by natural disasters. In 2012 alone, an estimated 32 million people were displaced. Most of these displacements were triggered by weather-related hazards like floods, storms and wildfires. In addition, hundreds of thousands of people were forced to move due to slow-onset disasters like droughts.;;06;Drought;;;;http://ourworld.unu.edu/en/understanding-disaster-related-displacement-from-the-horn-of-africa;
017;The UN's Resident Coordinator, Osnat Lubrani, says communities and governments need to prepare now for the extreme weather changes El Niño usually triggers.;;06;Drought;;;;http://www.radionz.co.nz/international/pacific-news/284205/un-issues-stark-warning-on-pacific-drought-threat;
018;The governor of Chimbu Province in Papua New Guinea says more aid is needed from the national government to combat what he calls an emergency situation.;;06;Drought;;;;http://www.radionz.co.nz/international/pacific-news/283884/drought-situation-in-png's-chimbu-province-'emergency';
001;A scene of devastation is captured in an aerial survey mission by Greenpeace on Indonesia's Borneo island.;;07;Deforestation;;;;http://www.theguardian.com/environment/2014/feb/27/greenpeace-urges-procter-gamble-to-reject-harmful-palm-oil-practices;
002;Virgin Amazon rain forest surrounds patches of deforested land prepared for the planting of soybeans.;;07;Deforestation;;;;http://www.theguardian.com/environment/2013/nov/15/amazon-deforestation-increased-one-third;
003;An access road under construction in forest being cleared for a palm oil plantation in Sumatra. Palm oil accounted for 11% of Indonesia's export earnings last year, second only to oil and gas.;;07;Deforestation;;;;http://www.theguardian.com/global-development/2013/sep/11/indonesia-palm-oil-destroy-forests;
004;Paper giant APP 'accidentally' cleared 70 hectares of Indonesia forest.;;07;Deforestation;;;;http://www.theguardian.com/environment/2013/jul/02/paper-firm-app-deforestation-moratorium;
005;An area of the Amazon rainforest that has been slashed and burned stands next to a section of virgin forest in Pará State, Brazil.;;07;Deforestation;;;;http://www.theguardian.com/environment/georgemonbiot/2015/mar/12/isis-are-not-the-only-ones-committing-great-acts-of-vandalism;
006;An excavator clears a forest for palm oil plantation in west Kalimantan on Borneo island, southeast Asia.;;07;Deforestation;;;;http://www.theguardian.com/environment/2014/feb/19/kelloggs-sustainably-sourced-palm-oil;
007;Between 2010 and 2015 Myanmar lost an average of 546,000 hectares of forest each year, according to the UN Food and Agriculture Organization – ranking it behind only Brazil and Indonesia in terms of forest losses.;;07;Deforestation;;;;http://www.mmtimes.com/index.php/national-news/16436-myanmar-third-worst-for-deforestation-rate-says-un.html;
008;This aerial picture taken on Nov. 29, 2009 shows a sector of the Amazon forest, in the state of Para, in northern Brazil, illegally deforested.;;07;Deforestation;;;;http://www.latimes.com/nation/la-na-deforest-climate-change-20140923-story.html;
009;An aerial view shows four stages in land management on a farm in the Amazon: A wedge of natural forest. To its right, a swath of forest being burned. Left foreground, land cleared by burning. Right, a pasture for cattle.;;07;Deforestation;;;;http://www.latimes.com/world/brazil/la-fg-brazil-deforestation-pg-photogallery.html;
010;A view from the IBAMA helicopter shows how deforestation takes more and more of the jungle away.;;07;Deforestation;;;;http://www.latimes.com/world/brazil/la-fg-brazil-deforestation-20150903-story.html;
011;Deforestation and land use changes: 5.7% - Forests trap carbon, so chopping down rainforests contributes considerably to the climate change problem. Estimates vary, but WRI says deforestation accounts for 5.7% of emissions linked to climate change. Other estimates put the numer closer to 20%.;;07;Deforestation;;;;http://edition.cnn.com/2015/08/13/opinions/gallery/top-climate-change-contributors/index.html;
012;What can other big data initiatives seeking to combat climate change learn from the Global Forest Watch?;;07;Deforestation;;;;http://www.theguardian.com/global-development-professionals-network/2014/oct/02/counting-trees-to-save-the-woods-using-big-data-to-map-deforestation;
013;Industrial kimberlite diamond pit mine in Sierra Leone, West Africa owned by Koidu holdings, one of a number of international mining companies who have come to Sierra Leone in search of diamonds. Mining is among major factors driving deforestation of the region.;;07;Deforestation;;;;http://www.theguardian.com/vital-signs/2014/oct/03/ebola-epidemic-bats-deforestation-west-africa-guinea-sierra-leone-liberia#img-2;
014;“Zero deforestation policies don’t change the fact that sourcing forest products always involves cutting trees”;;07;Deforestation;;;;http://www.theguardian.com/sustainable-business/2015/feb/13/deforestation-free-forest-companies-palm-oil-soy;
015;Data indicates 190% rise in land clearance in August and September compared with same period last year;;07;Deforestation;;;;http://www.theguardian.com/environment/2014/oct/19/amazon-deforestation-satellite-data-brazil;
016;A deforested area near Novo Progresso in Brazil's northern state of Para.;;07;Deforestation;;;;http://www.theguardian.com/environment/2013/nov/15/amazon-deforestation-increased-one-third;
017;Palm oil companies admit they have little control over whether their suppliers engage in deforestation.;;07;Deforestation;;;;http://www.theguardian.com/sustainable-business/2015/jan/26/palm-oil-companies-deliver-deforestation-promises;
018;A lone tree stands in a logged area prepared for palm oil plantation in Malaysia’s Sarawak state. Ferrero, the makers of Nutella, source nearly 80% of its palm oil from Malaysia.;;07;Deforestation;;;;http://www.theguardian.com/environment/2015/jun/17/stop-eating-nutella-and-save-the-forests-urges-french-ecology-minister;
019;Smoke billows as an area of the Amazon rainforest is burned to clear land for agriculture near Novo Progresso, Para State.;;07;Deforestation;;;;http://www.theguardian.com/environment/2014/oct/31/amazon-rainforest-deforestation-weather-droughts-report;
020;Deforestation in the Amazon. The biggest loss of forests since 1990 occurred in the tropics, particularly in South America and Africa.;;07;Deforestation;;;;http://www.theguardian.com/environment/2015/sep/07/rate-of-global-forest-loss-halved-says-un;
001;This 16-year-old male polar bear died of starvation resulting from the lack of ice on which to hunt seals, according to Dr Ian Stirling, who has studied polar bears for almost 40 years with the Canadian Wildlife Service and the University of Alberta.;;08;PolarBear;;;;http://www.theguardian.com/environment/picture/2013/aug/06/polar-bear-climate-change-sea-ice;
002;A polar bear in the Beaufort Sea region of Alaska. The bears are unlikely to avoid harmful declines in body condition associated with continued sea ice loss due to global warming;;08;PolarBear;;;;http://www.theguardian.com/environment/2015/jul/17/polar-bears-cant-cope-with-food-loss-by-entering-hibernation-like-state-study;
003;The interior secretary, Ken Salazar, acknowledged that climate change was the biggest threat to the polar bear.;;08;PolarBear;;;;http://www.theguardian.com/environment/2009/may/08/polar-bears;
004;Polar bears are threatend by melting Arctic sea ice.;;08;PolarBear;;;;http://www.theguardian.com/environment/2013/nov/01/live-webchat-save-polar-bears-climate-change;
005;Some polar bears may have to be placed in temporary holding compounds until it is cold enough for them to go back on to the sea ice, say scientists.;;08;PolarBear;;;;http://www.theguardian.com/environment/2013/feb/07/polar-bears-fed-by-humans-survive;
006;The Arctic habitat of polar bears is under threat as climate change causes ice to melt.;;08;PolarBear;;;;http://www.theguardian.com/environment/2006/dec/28/globalwarming.usnews;
007;Melting ice is cutting polar bears off from their food source in Hudson Bay, and death rates have soared.;;08;PolarBear;;;;http://www.theguardian.com/environment/2013/nov/27/polar-bears-climate-change-canada-hudson-bay;
